Company Name,Company Location,Ratting,Reviews,Company Type,Reason For Review
AI Airport Services,,3.3,(642),Mumbai +57 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Diebold Nixdorf,Hyderabad / Secunderabad +44 other locations,3.6,(641),IT Services & Consulting,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
TTK Prestige,Bangalore / Bengaluru +79 other locations,3.8,(641),Consumer Electronics & Appliances,Job Security
PeopleStrong,Gurgaon / Gurugram +19 other locations,3.4,(641),Recruitment,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Housing.com,Gurgaon / Gurugram +42 other locations,3.6,(641),Internet,Salary & Benefits
Birla Opus Paints,Mumbai +205 other locations,4.0,(641),Chemicals,"Skill Development / Learning, Company Culture, Work Life Balance"
Ingram Micro,Mumbai +48 other locations,3.6,(639),IT Services & Consulting,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
URC Construction,Chennai +49 other locations,3.6,(640),Engineering & Construction,"Promotions / Appraisal, Company Culture, Work Life Balance"
North East Small Finance Bank,Guwahati +88 other locations,3.6,(639),Banking,"Promotions / Appraisal, Job Security, Company Culture"
Stellantis,Chennai +15 other locations,3.3,(639),Automobile,"Promotions / Appraisal, Work Satisfaction, Job Security"
ExportersIndia,New Delhi +2 other locations,4.9,(639),Internet,"Company Culture, Work Life Balance, Work Satisfaction"
Koch Business Solutions,Bangalore / Bengaluru +11 other locations,3.2,(638),IT Services & Consulting,"Promotions / Appraisal, Work Satisfaction, Job Security"
SG Analytics,Pune +12 other locations,2.8,(638),Analytics & KPO,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Technotask Business Solutions,Bhopal +20 other locations,3.7,(638),BPO,"Promotions / Appraisal, Salary & Benefits, Job Security"
Razorpay,Bangalore / Bengaluru +25 other locations,3.4,(638),FinTech,"Promotions / Appraisal, Work Satisfaction, Job Security"
Qatar Airways,Ahmedabad +27 other locations,3.5,(637),Aviation,Salary & Benefits
Apollo Health and Lifestyle Limited,Hyderabad / Secunderabad +69 other locations,4.4,(637),Healthcare,"Company Culture, Job Security, Work Life Balance"
MPS Limited,Dehradun +23 other locations,3.5,(636),Content Development,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Dhanuka Agritech,Gurgaon / Gurugram +110 other locations,3.7,(636),Agro Chemicals,"Promotions / Appraisal, Salary & Benefits"
Infor Global Solution,Hyderabad / Secunderabad +9 other locations,4.0,(636),Software Product,"Work Life Balance, Job Security, Company Culture"
Saint Gobain Glass,Chennai +57 other locations,3.8,(635),Building Material,"Job Security, Company Culture, Skill Development / Learning"
Cotiviti,Hyderabad / Secunderabad +10 other locations,3.5,(635),Analytics & KPO,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Nephroplus,Hyderabad / Secunderabad +108 other locations,3.9,(635),Healthcare,"Skill Development / Learning, Company Culture, Work Life Balance"
Nomura Holdings,,3.7,(635),Mumbai +11 other locations,Job Security
Vindhya Telelinks,Rewa +86 other locations,3.9,(634),Hardware & Networking,"Salary & Benefits, Work Life Balance"
Home First Finance Company India,Mumbai +98 other locations,3.6,(634),Financial Services,Salary & Benefits
Vizag Steel,Visakhapatnam +28 other locations,4.0,(633),Iron & Steel,"Work Life Balance, Job Security, Company Culture"
Lionbridge Technologies,Mumbai +13 other locations,3.6,(633),Content Development,Work Life Balance
Central Bank of India,Mumbai +185 other locations,3.9,(633),Banking,Promotions / Appraisal
Genus Power Infrastructures,Jaipur +77 other locations,4.0,(633),Consumer Electronics & Appliances,"Job Security, Work Life Balance, Skill Development / Learning"
Triveni Engineering & Industries,Noida +57 other locations,4.0,(633),Food Processing,"Job Security, Work Life Balance, Salary & Benefits"
InternEzy,Erode +5 other locations,4.9,(632),EdTech,"Company Culture, Work Life Balance, Work Satisfaction"
Epicenter Technologies,Mumbai +8 other locations,3.3,(632),BPO,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
TIAA Global Business Services,Pune +9 other locations,3.8,(632),Financial Services,"Work Life Balance, Salary & Benefits"
Wolters Kluwer,Pune +16 other locations,3.9,(631),Software Product,"Work Life Balance, Job Security"
Rane NSK Steering Systems,Rewari +26 other locations,4.0,(631),Auto Components,"Skill Development / Learning, Company Culture, Work Life Balance"
Emami Agrotech,Kolkata +65 other locations,3.9,(631),Food Processing,"Work Life Balance, Job Security"
CtrlS,Hyderabad / Secunderabad +17 other locations,3.6,(631),IT Services & Consulting,Salary & Benefits
Office Beacon,Vadodara +19 other locations,4.6,(631),BPO,"Job Security, Company Culture, Work Life Balance"
PrimEra Medical Technologies,Hyderabad / Secunderabad +14 other locations,3.6,(631),IT Services & Consulting,Job Security
Orient Technologies,Mumbai +48 other locations,3.7,(630),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits"
Blue Yonder,Bangalore / Bengaluru +13 other locations,3.8,(630),Software Product,"Work Life Balance, Job Security"
Marlabs,Bangalore / Bengaluru +12 other locations,3.4,(630),IT Services & Consulting,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Karvy Stock Broking,,3.6,(629),Hyderabad / Secunderabad +106 other locations,"Promotions / Appraisal, Work Life Balance, Company Culture"
TVS Electronics,Chennai +71 other locations,3.8,(629),Consumer Electronics & Appliances,Work Life Balance
VRL Logistics,Bangalore / Bengaluru +113 other locations,3.6,(630),Logistics,"Promotions / Appraisal, Job Security, Work Satisfaction"
Progressive Infovision,New Delhi +77 other locations,4.0,(628),Recruitment,"Work Life Balance, Company Culture, Work Satisfaction"
EPL Limited,Mumbai +35 other locations,3.9,(628),Packaging,"Job Security, Skill Development / Learning, Company Culture"
Quislex Legal Services,Hyderabad / Secunderabad +10 other locations,4.0,(629),Legal,"Company Culture, Skill Development / Learning, Work Life Balance"
Omaxe,New Delhi +24 other locations,4.2,(628),Real Estate,"Work Life Balance, Salary & Benefits, Company Culture"
Medtronic,Hyderabad / Secunderabad +44 other locations,4.0,(628),Medical Equipment,"Company Culture, Work Life Balance, Salary & Benefits"
Solv,Bangalore / Bengaluru +131 other locations,3.5,(628),Internet,Salary & Benefits
Eugia Pharma Specialities,Hyderabad / Secunderabad +17 other locations,3.9,(628),Pharma,"Job Security, Salary & Benefits, Work Life Balance"
Alshaya Group,Bangalore / Bengaluru +27 other locations,3.7,(626),Retail,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Radico Khaitan,Rampur +73 other locations,4.2,(627),Beverage,"Job Security, Work Life Balance, Company Culture"
Optimum Infosystem,Chennai +16 other locations,3.2,(626),IT Services & Consulting,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Healthians,Gurgaon / Gurugram +45 other locations,4.1,(626),Healthcare,"Company Culture, Work Life Balance, Work Satisfaction"
Surya Roshni,New Delhi +71 other locations,4.2,(625),Real Estate,"Work Life Balance, Job Security, Company Culture"
Padget Electronics,Noida +12 other locations,3.9,(624),Industrial Machinery,"Job Security, Skill Development / Learning"
BCD Travel,Bangalore / Bengaluru +11 other locations,4.2,(624),Travel & Tourism,"Work Life Balance, Job Security, Company Culture"
Patel Infrastructure,Vadodara +55 other locations,3.9,(624),Engineering & Construction,"Work Life Balance, Work Satisfaction"
BankBazaar,Chennai +15 other locations,3.3,(624),FinTech,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Welspun World,Anjar +48 other locations,3.6,(623),Building Material,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
The Lalit,New Delhi +30 other locations,3.7,(622),Hospitality,"Promotions / Appraisal, Work Life Balance, Job Security"
Nihilent,Pune +8 other locations,3.2,(622),IT Services & Consulting,"Promotions / Appraisal, Job Security, Work Satisfaction"
Dodla Dairy,Hyderabad / Secunderabad +69 other locations,4.2,(622),Food Processing,"Job Security, Company Culture, Work Life Balance"
Bridgestone,Pune +57 other locations,4.0,(620),Auto Components,"Company Culture, Work Life Balance, Job Security"
Corteva Agriscience,Hyderabad / Secunderabad +100 other locations,4.2,(620),Agro Chemicals,"Company Culture, Work Life Balance, Job Security"
Times Group,Mumbai +47 other locations,3.7,(618),Printing & Publishing,Work Life Balance
Volkswagen Group Technology Solution,Pune +14 other locations,3.9,(617),Software Product,"Work Life Balance, Job Security, Company Culture"
DeHaat,Gurgaon / Gurugram +112 other locations,3.6,(618),Internet,"Job Security, Promotions / Appraisal, Work Satisfaction"
Tata Power Delhi Distribution,New Delhi +34 other locations,3.7,(617),Power,"Job Security, Work Life Balance"
Tredence,Bangalore / Bengaluru +8 other locations,3.4,(616),IT Services & Consulting,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Centaur Pharmaceuticals,Pune +66 other locations,3.5,(616),Pharma,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Encore Capital Group,Gurgaon / Gurugram +4 other locations,3.9,(616),IT Services & Consulting,"Company Culture, Work Life Balance"
Mindarika,Gurgaon / Gurugram +26 other locations,3.9,(616),Auto Components,"Job Security, Skill Development / Learning"
Regulated Council of Immigration Consultants,,5.0,(616),Dubai +5 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Capco Technologies,Bangalore / Bengaluru +17 other locations,3.7,(615),IT Services & Consulting,Work Life Balance
Yatra,Gurgaon / Gurugram +19 other locations,3.3,(614),Travel & Tourism,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
SMC Global Securities,New Delhi +84 other locations,3.5,(614),Financial Services,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
PCBL Chemical Limited,Vadodara +24 other locations,3.9,(614),Petrochemicals,"Salary & Benefits, Job Security, Skill Development / Learning"
Jubilant Ingrevia,Bharuch +28 other locations,3.8,(614),Chemicals,Promotions / Appraisal
Lohia Corp,Kanpur +21 other locations,3.8,(613),Industrial Machinery,"Job Security, Skill Development / Learning"
Electrosteel Casting,Kolkata +24 other locations,3.8,(613),Building Material,"Job Security, Work Life Balance"
Crowne Plaza,New Delhi +35 other locations,4.0,(612),Hospitality,"Job Security, Company Culture, Work Satisfaction"
Pennar Industries,Hyderabad / Secunderabad +29 other locations,3.4,(612),Engineering & Construction,"Promotions / Appraisal, Salary & Benefits, Company Culture"
NoBrokerHood,Bangalore / Bengaluru +29 other locations,2.8,(612),Software Product,"Job Security, Work Satisfaction, Promotions / Appraisal"
Hitachi Systems Micro Clinic,Mumbai +79 other locations,3.9,(612),IT Services & Consulting,"Work Life Balance, Job Security"
Autoliv,Bangalore / Bengaluru +20 other locations,3.9,(613),Auto Components,"Job Security, Company Culture, Salary & Benefits"
Data Entry,New Delhi +110 other locations,4.2,(612),BPO,"Company Culture, Skill Development / Learning, Salary & Benefits"
My Home Industries,Hyderabad / Secunderabad +68 other locations,4.0,(612),Building Material,"Work Life Balance, Company Culture"
R.S. Infraprojects,Noida +90 other locations,4.0,(611),Engineering & Construction,"Work Life Balance, Job Security, Company Culture"
Fiat India Automobiles,Pune +21 other locations,3.5,(611),Automobile,"Promotions / Appraisal, Work Life Balance, Company Culture"
Mount Litera Zee School,Bangalore / Bengaluru +124 other locations,3.7,(611),Education & Training,"Promotions / Appraisal, Company Culture, Job Security"
MothersonSumi INfotech & Designs,Noida +18 other locations,3.4,(610),IT Services & Consulting,Job Security
Mahindra Integrated Business Solutions,Mumbai +77 other locations,3.4,(609),BPO,"Promotions / Appraisal, Work Satisfaction, Job Security"
Ascendion,Bangalore / Bengaluru +17 other locations,3.5,(609),IT Services & Consulting,"Promotions / Appraisal, Job Security, Salary & Benefits"
Wissen Infotech,Bangalore / Bengaluru +13 other locations,3.5,(608),IT Services & Consulting,"Job Security, Promotions / Appraisal, Company Culture"
NRB Bearings,Aurangabad +22 other locations,4.1,(609),Auto Components,"Work Life Balance, Job Security, Company Culture"
Licious,Bangalore / Bengaluru +38 other locations,3.6,(607),Internet,"Promotions / Appraisal, Job Security, Salary & Benefits"
Continental,Bangalore / Bengaluru +48 other locations,3.7,(607),Auto Components,Work Life Balance
Licious,Bangalore / Bengaluru +38 other locations,3.6,(607),Internet,"Promotions / Appraisal, Job Security, Salary & Benefits"
Electrotherm,Ahmedabad +39 other locations,4.2,(606),Iron & Steel,"Job Security, Work Life Balance, Company Culture"
ICA Edu Skills,Kolkata +117 other locations,3.9,(606),Education & Training,"Work Life Balance, Skill Development / Learning"
Ramboll,Gurgaon / Gurugram +30 other locations,4.0,(606),Engineering & Construction,"Work Life Balance, Company Culture, Job Security"
Eastman Auto and Power Limited,Gurgaon / Gurugram +61 other locations,4.0,(606),Electrical Equipment,"Company Culture, Work Life Balance, Work Satisfaction"
Philips Innovation Campus,Bangalore / Bengaluru +19 other locations,3.7,(605),Healthcare,Work Life Balance
Indorama,Haldia +43 other locations,3.8,(605),Fashion & Textile,"Job Security, Work Life Balance"
Welspun Corp,Anjar +28 other locations,4.0,(605),Iron & Steel,"Skill Development / Learning, Company Culture"
Ugam Solution,Mumbai +14 other locations,3.6,(604),IT Services & Consulting,Job Security
Trianz,Hyderabad / Secunderabad +8 other locations,3.2,(604),IT Services & Consulting,"Job Security, Promotions / Appraisal, Company Culture"
Magic Edtech,Noida +11 other locations,3.6,(605),IT Services & Consulting,"Promotions / Appraisal, Job Security, Salary & Benefits"
ShareChat,Bangalore / Bengaluru +42 other locations,3.6,(603),Internet,Salary & Benefits
Columbia Asia,Bangalore / Bengaluru +19 other locations,4.6,(602),Healthcare,"Company Culture, Skill Development / Learning, Work Life Balance"
Quality Austria Central Asia,New Delhi +66 other locations,3.5,(603),Other,"Promotions / Appraisal, Salary & Benefits, Job Security"
Cyfuture,Noida +36 other locations,3.2,(602),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Polaris Consulting,Hyderabad / Secunderabad +18 other locations,4.0,(602),IT Services & Consulting,Job Security
TCI Express,Gurgaon / Gurugram +75 other locations,3.9,(602),Logistics,"Job Security, Work Life Balance, Skill Development / Learning"
GKN,Pune +27 other locations,3.8,(602),Industrial Automation,Work Life Balance
NICE,Pune +15 other locations,3.5,(602),Software Product,"Promotions / Appraisal, Work Satisfaction, Job Security"
Duck Creek Technologies,Mumbai +9 other locations,4.5,(601),Software Product,"Company Culture, Work Life Balance, Work Satisfaction"
Surin Automotive,Pune +22 other locations,3.8,(601),Auto Components,"Salary & Benefits, Job Security"
Duck Creek Technologies,Mumbai +9 other locations,4.5,(601),Software Product,"Company Culture, Work Life Balance, Work Satisfaction"
Turbo Energy,Chennai +26 other locations,4.2,(602),Auto Components,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Dhani Services,,3.7,(600),Mumbai +77 other locations,"Job Security, Promotions / Appraisal, Company Culture"
Carrier,Hyderabad / Secunderabad +50 other locations,3.6,(600),Industrial Machinery,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
3M,Bangalore / Bengaluru +49 other locations,4.1,(599),Electronics Manufacturing,"Work Life Balance, Company Culture, Salary & Benefits"
RealPage,Hyderabad / Secunderabad +9 other locations,3.6,(599),Software Product,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Forbes Marshall,Pune +23 other locations,4.0,(598),Industrial Machinery,"Job Security, Company Culture, Skill Development / Learning"
